Index;Date;AssessedValue;Message
1675;Wed Nov 12 20:23:45 CET 2014;5.68;Ya Allah, listening to ayat Al-Quran somehow bring me calm.
1676;Wed Nov 12 20:23:45 CET 2014;6.05;RT Wazeeu12: I have read the Quran times without number, I have not seen any passage that supports this madness.Killing and maiming is uni…
1677;Wed Nov 12 20:23:07 CET 2014;6.05;RT Wazeeu12: I have read the Quran times without number, I have not seen any passage that supports this madness.Killing and maiming is uni…
1678;Wed Nov 12 20:23:03 CET 2014;5.73;RT SunniPrisoners: Iran arrests 16 Ahwazi Sunni converts at Qur'an class in Ahwaz
1679;Wed Nov 12 20:22:47 CET 2014;-1.0;RT KurdistanJiyane: ALL PEOPLE ARE A SINGLE NATION - The Holy Quran. 
1680;Wed Nov 12 20:22:42 CET 2014;-1.0;And when Our Commandment came, We saved Shu'aib and those who believed with him by a Mercy from Us. ... http://t.co/pbvzyUyI1U Quran 11:94
1681;Wed Nov 12 20:22:37 CET 2014;4.33;RT AlakhbarEnglish: Adeis: In October alone Israeli settlers carried out 110 separate attacks on religious sites
1682;Wed Nov 12 20:22:24 CET 2014;6.29;What are your reflections on this week's Ayat. islam faith quran deen belief http://t.co/IXLDmoMHmw
1683;Wed Nov 12 20:22:22 CET 2014;-1.0;Reading the Quran >>>> listening to the teachers lecture.
1684;Wed Nov 12 20:22:07 CET 2014;5.93;RT islamicthought: The Quran takes away the diseases in the heart such as doubt, hypocrisy, shirk, deviation and misguidance
1685;Wed Nov 12 20:21:58 CET 2014;4.5;StanleyCohenLaw Islamic Jihad: Israel should expect response to 'settler terrorism and Quran burning
1686;Wed Nov 12 20:21:53 CET 2014;6.64;RT mujtabasif: The moment we hear a beautiful voice reciting the verses of Holy Quran we all begin to feel awe and fear,horripilation and …
1687;Wed Nov 12 20:21:52 CET 2014;4.33;RT AlakhbarEnglish: Adeis: In October alone Israeli settlers carried out 110 separate attacks on religious sites
1688;Wed Nov 12 20:21:52 CET 2014;5.1;RT Nies_94: Can you imagine the carnage on our streets if they were Muslim? Why do we accept this? persecution 
1689;Wed Nov 12 20:21:45 CET 2014;4.5;Islamic Jihad: Israel should expect response to 'settler terrorism and Quran burning
1690;Wed Nov 12 20:21:35 CET 2014;5.41;If you do not contextualise yourself with the Quran and Sunnah with the Understanding of the Salaf. (1)
1691;Wed Nov 12 20:21:33 CET 2014;-1.0;RT Jabhat_222: Burnt with the Quran. 
1692;Wed Nov 12 20:21:29 CET 2014;-1.0;RT danialzz__: *Results day*
1693;Wed Nov 12 20:21:28 CET 2014;3.52;RT awwmair: For every problem in your life,
1694;Wed Nov 12 20:21:18 CET 2014;5.55;RT Jabhat_222: The reason there's 100's of millions of Radical Muslims is that they follow the Quran
1695;Wed Nov 12 20:21:17 CET 2014;6.05;RT Wazeeu12: I have read the Quran times without number, I have not seen any passage that supports this madness.Killing and maiming is uni…
1696;Wed Nov 12 20:21:14 CET 2014;5.15;RT Jabhat_222: Muslims originate from a cave in the Arabian peninsula. LOL
1697;Wed Nov 12 20:21:04 CET 2014;6.0;RT Jabhat_222: The Quran makes all Muslims to be jihadists/terrorists. No matter if they want it or not.
1698;Wed Nov 12 20:20:57 CET 2014;7.23;RT Rowayda_love: The Quran brings peace to the heart, mind & soul.
1699;Wed Nov 12 20:20:40 CET 2014;-1.0;Programming & Web Solutions http://t.co/2BSC8GU9Ph islamic_quran http://t.co/rvzwxIQ1sU
1700;Wed Nov 12 20:20:30 CET 2014;5.51;Do you know, the word 'Bible' does not appear anywhere in the Bible? 
1701;Wed Nov 12 20:20:26 CET 2014;-1.0;RT SayedModarresi: The Quran of Mohammad
1702;Wed Nov 12 20:20:17 CET 2014;-1.0;RT MYVETERAN: QuranWeekly, ... then here is Your Weekly WhoopAss
1703;Wed Nov 12 20:20:16 CET 2014;4.5;Israeli settlers torch mosque, copies of the Quran in WestBank 
1704;Wed Nov 12 20:20:14 CET 2014;3.52;RT jawad2136: And for every problem there is a Surah in Quran ?
1705;Wed Nov 12 20:20:09 CET 2014;4.5;Israeli settlers torch mosque, copies of the Quran in West Bank | Palestine Israel | Via AlakhbarEnglish http://t.co/ms9a1YD0AT
1706;Wed Nov 12 20:19:57 CET 2014;6.64;RT mujtabasif: The moment we hear a beautiful voice reciting the verses of Holy Quran we all begin to feel awe and fear,horripilation and …
1707;Wed Nov 12 20:19:51 CET 2014;5.2;RT Alhamdhulillaah: What is wrong with you? Why do you not help each other? Quran 37:25
1708;Wed Nov 12 20:19:33 CET 2014;5.71;RT Jabhat_222: What is the difference between a peaceful Muslim & a Quran fueled martyr in Islam?
1709;Wed Nov 12 20:19:19 CET 2014;7.44;they are like we are slaves of allah but they slaves of this quran
1710;Wed Nov 12 20:19:17 CET 2014;5.33;RT TheNobleQuran: There shall be no compulsion in (acceptance of) the religion. Quran 2:256
1711;Wed Nov 12 20:19:04 CET 2014;-1.0;Allah 
1712;Wed Nov 12 20:19:01 CET 2014;6.25;Faara are halal creatures, revered in Quran. In fact, one of those dogs mentioned in Quran will enter heaven as a Sunni Muslim man.
1713;Wed Nov 12 20:18:59 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1714;Wed Nov 12 20:18:54 CET 2014;6.05;I have read the Quran times without number, I have not seen any passage that supports this madness.Killing and maiming is unislamic.
1715;Wed Nov 12 20:18:52 CET 2014;5.8;RT Nir_27: Most condemnable verse : http://t.co/ID7Hv6bxeV SuvalagnaC to cover that up this http://t.co/a9Avodfb0j is written!! neha_aks
1716;Wed Nov 12 20:18:44 CET 2014;6.64;RT mujtabasif: The moment we hear a beautiful voice reciting the verses of Holy Quran we all begin to feel awe and fear,horripilation and …
1717;Wed Nov 12 20:18:25 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1718;Wed Nov 12 20:18:00 CET 2014;5.71;giraffeouthere yesnicksearcy submix8c ginnielevin TheXclass breeannehowe jrsalzman In your case, kiddo, go compare NT and Quran.
1719;Wed Nov 12 20:17:54 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1720;Wed Nov 12 20:17:52 CET 2014;-1.0;Produce all kinds of Creative Designs http://t.co/hlgRlrK1xG quran http://t.co/ZL4CtPLSjC
1721;Wed Nov 12 20:17:49 CET 2014;6.01;RT AbooMuslim: The Quran is the word of Allaah. How can we allow a single day to pass without reading the words of our Lord?
1722;Wed Nov 12 20:17:48 CET 2014;6.56;Photo: Oh Allah please keep me on the path pleasing to you, Ameen.. Salafi Quran Sunnah http://t.co/ZcHGwi9URE
1723;Wed Nov 12 20:17:42 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1724;Wed Nov 12 20:17:42 CET 2014;5.8;Most condemnable verse : http://t.co/ID7Hv6bxeV SuvalagnaC to cover that up this http://t.co/a9Avodfb0j is written!! neha_aks
1725;Wed Nov 12 20:17:41 CET 2014;-1.0;RT danialzz__: *Results day*
1726;Wed Nov 12 20:17:36 CET 2014;6.01;RT AbooMuslim: The Quran is the word of Allaah. How can we allow a single day to pass without reading the words of our Lord?
1727;Wed Nov 12 20:17:23 CET 2014;-1.0;(???,).. LIKE.... . 
1728;Wed Nov 12 20:17:13 CET 2014;6.64;RT mujtabasif: The moment we hear a beautiful voice reciting the verses of Holy Quran we all begin to feel awe and fear,horripilation and …
1729;Wed Nov 12 20:16:34 CET 2014;5.27;I will, if you tell me who wrote Quran HalfizSaeedJUD hero20018 vickywiz HDLindiaOrg HinduDefense
1730;Wed Nov 12 20:16:14 CET 2014;6.87;RT akh_fuaadh: "If you want to know your relationship with Allah. Look at the relationship you have with your Quran.." http://t.co/nwDc0yE…
1731;Wed Nov 12 20:16:03 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1732;Wed Nov 12 20:16:00 CET 2014;5.86;RT Madina_Mosque: NOW RECRUITING for a Male Qari (Quran Teacher) for our boys Hifz class at our Madrasah. Click on link for more info http…
1733;Wed Nov 12 20:15:13 CET 2014;-1.0;RT Habibies: AlAqsa Mosuqe today - Wake up Muslim Ummah :( HandsOffAlAqsa
1734;Wed Nov 12 20:15:02 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1735;Wed Nov 12 20:14:50 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1736;Wed Nov 12 20:14:49 CET 2014;6.87;RT akh_fuaadh: "If you want to know your relationship with Allah. Look at the relationship you have with your Quran.." http://t.co/nwDc0yE…
1737;Wed Nov 12 20:14:37 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1738;Wed Nov 12 20:14:37 CET 2014;-1.0;SuvalagnaC That is in Quran & Hadith both.
1739;Wed Nov 12 20:14:12 CET 2014;6.64;The moment we hear a beautiful voice reciting the verses of Holy Quran we all begin to feel awe and fear,horripilation and tears.
1740;Wed Nov 12 20:14:09 CET 2014;4.06;RT TeamPalestina: A Palestinian shows a damaged Quran, Islam's holy book, in a mosque following an attack in the West Bank village... http…
1741;Wed Nov 12 20:14:06 CET 2014;-1.0;India Books Deal The Sublime Quran Translated by Laleh Bakhtiar The Sublime Quran   http://t.co/YjmDkVUbhl http://t.co/wJli1PQ7Ae
1742;Wed Nov 12 20:14:01 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1743;Wed Nov 12 20:14:00 CET 2014;5.71;RT Jabhat_222: What is the difference between a peaceful Muslim & a Quran fueled martyr in Islam?
1744;Wed Nov 12 20:13:55 CET 2014;6.54;What Muhammad (s.a.w) Taught Me -Spoken Word http://t.co/A1Be7uHqX7 Islam muslims Quran koran God Allah Lord peace prophet Pray ?
1745;Wed Nov 12 20:13:51 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1746;Wed Nov 12 20:13:38 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1747;Wed Nov 12 20:13:36 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1748;Wed Nov 12 20:13:30 CET 2014;5.91;WCPSS TheCaryImp Cary HS teacher Brett McElheny claiming to test from Quran in comments https://t.co/meRfySjezd
1749;Wed Nov 12 20:13:26 CET 2014;7.49;RT Link2alee: My success is only by Allah - Quran 11:88
1750;Wed Nov 12 20:13:11 CET 2014;-1.0;RT DMZVET: QuranWeekly, ... then Here is Another Whoop Ass !
1751;Wed Nov 12 20:12:57 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1752;Wed Nov 12 20:12:28 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1753;Wed Nov 12 20:12:18 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1754;Wed Nov 12 20:12:09 CET 2014;-1.0;QuranWeekly, ... then Here is Another Whoop Ass !
1755;Wed Nov 12 20:12:02 CET 2014;6.14;NadaTrue - Ex-Muslims must know Hadith supersede Quran. JihadistJoe  http://t.co/SGLi6o0Mut
1756;Wed Nov 12 20:11:50 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1757;Wed Nov 12 20:11:48 CET 2014;4.96;khamenei_ir mohammed is nothing more then a mass murdering raping child molesting pedophile psyco path quran promotes violence not peace
1758;Wed Nov 12 20:11:39 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1759;Wed Nov 12 20:11:32 CET 2014;7.06;Be the first to teach your son Al Fatiha, the first surah in Quran, he'll read it in each pray for the rest of his life
1760;Wed Nov 12 20:11:21 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1761;Wed Nov 12 20:11:18 CET 2014;-1.0;RT Jabhat_222: Burnt with the Quran. 
1762;Wed Nov 12 20:11:13 CET 2014;-1.0;RT danialzz__: *Results day*
1763;Wed Nov 12 20:11:05 CET 2014;-1.0;RT danialzz__: *Results day*
1764;Wed Nov 12 20:11:03 CET 2014;5.91;Atheist and Christians have a look at these Scientific Miracles in the Quran 
1765;Wed Nov 12 20:10:56 CET 2014;5.55;RT Jabhat_222: The reason there's 100's of millions of Radical Muslims is that they follow the Quran
1766;Wed Nov 12 20:10:50 CET 2014;5.15;RT Jabhat_222: Muslims originate from a cave in the Arabian peninsula. LOL
1767;Wed Nov 12 20:10:38 CET 2014;6.0;RT Jabhat_222: The Quran makes all Muslims to be jihadists/terrorists. No matter if they want it or not.
1768;Wed Nov 12 20:10:29 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1769;Wed Nov 12 20:10:22 CET 2014;6.79;RT FatimahTasbeeh: And it is He who produced for you hearing and vision and hearts
1770;Wed Nov 12 20:10:04 CET 2014;6.32;Is that written in Quran HalfizSaeedJUD ? BTW keep HardDik in ur Butt vickywiz HDLindiaOrg HinduDefense
1771;Wed Nov 12 20:10:03 CET 2014;6.23;RT FatimahTasbeeh: But indeed, those who do not believe in the Hereafter are deviating from the path.
1772;Wed Nov 12 20:09:51 CET 2014;6.87;RT akh_fuaadh: "If you want to know your relationship with Allah. Look at the relationship you have with your Quran.." http://t.co/nwDc0yE…
1773;Wed Nov 12 20:09:44 CET 2014;6.09;RT wasim_dr: Allah is the protecting guardian of those who believe He leads them out of the darkness into the light.
1774;Wed Nov 12 20:09:27 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1775;Wed Nov 12 20:09:26 CET 2014;7.61;Reciting Quran with beautiful voice: http://t.co/LRcmE0qUMI via YouTube
1776;Wed Nov 12 20:09:21 CET 2014;5.81;The core shakespearean sonnet rapport douay bible toward quran - plenary council (22): uxJHGKQbt http://t.co/ifmvJXfPsd
1777;Wed Nov 12 20:09:19 CET 2014;8.47;Quran is beautiful. It makes me happy when I'm sad, relaxes when I'm stressed, supports when I'm weak. ALLAH's words are So Beautiful
1778;Wed Nov 12 20:09:00 CET 2014;5.21;h4fsah_ theformerone I beg to differ. The Quran condones both beating your wife and slavery.
1779;Wed Nov 12 20:08:56 CET 2014;3.87;To reduce severe bronchospasm asthma attacks and improve asthma Patient http://t.co/uhOPpNtJfX
1780;Wed Nov 12 20:08:55 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1781;Wed Nov 12 20:08:49 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1782;Wed Nov 12 20:07:58 CET 2014;4.33;RT AlakhbarEnglish: Adeis: In October alone Israeli settlers carried out 110 separate attacks on religious sites
1783;Wed Nov 12 20:07:48 CET 2014;6.93;A special ceremony held last september to honor Quran memorizers
1784;Wed Nov 12 20:07:38 CET 2014;-1.0;"Allah is with you wherever you are."
1785;Wed Nov 12 20:07:31 CET 2014;6.95;"allisimpson: the heart wants what it wants"quran bruh !
1786;Wed Nov 12 20:07:17 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1787;Wed Nov 12 20:07:08 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1788;Wed Nov 12 20:07:03 CET 2014;5.43;Download Quran mobile application for iPad iPhone https://t.co/OHu1QnlbVF https://t.co/CV0NEXtJgb
1789;Wed Nov 12 20:06:52 CET 2014;2.93;And fear Allâh. Verily, Allâh is the One Who accepts repentance, Most Merciful.
1790;Wed Nov 12 20:06:39 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1791;Wed Nov 12 20:06:36 CET 2014;-1.0;QuranWeekly, ... then here is Your Weekly WhoopAss
1792;Wed Nov 12 20:06:35 CET 2014;5.35;aleem_official hadleighdowell also Quran says about evolution as well. Life starts from water. Amazing.
1793;Wed Nov 12 20:06:28 CET 2014;4.12;Pinchey1964 these stats r wrong, e.g the hate in Quran is very limited and mainly against aggression/corruption..etc see 28:77,57:23,2:205
1794;Wed Nov 12 20:05:52 CET 2014;6.63;Lizard Testified In The Prophet | Muhammad Abdul Jabbar http://t.co/a6O2Eq11ey Islam muslims God Allah Lord koran Quran life pray ?
1795;Wed Nov 12 20:05:44 CET 2014;5.52;RT Persianboi10: "Has the Quran pro app on his phone but drinks alcohol and smokes weed" ??????????????
1796;Wed Nov 12 20:05:41 CET 2014;6.9;RT PerfectQuran: "Then verily, we can produce magic the like thereof
1797;Wed Nov 12 20:05:28 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1798;Wed Nov 12 20:05:19 CET 2014;5.71;RT Jabhat_222: What is the difference between a peaceful Muslim & a Quran fueled martyr in Islam?
1799;Wed Nov 12 20:05:13 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1800;Wed Nov 12 20:05:02 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1801;Wed Nov 12 20:04:59 CET 2014;5.39;SuvalagnaC + interpretation of Quran by not-so-correct Hadiths. However, that has always been the case with all Abrahmic religions+
1802;Wed Nov 12 20:04:46 CET 2014;4.84;Quran ghetto ass brought his extension chord ?? http://t.co/CotTj4wdqt
1803;Wed Nov 12 20:04:44 CET 2014;6.5;RT bethinking_org: Dr Keith Small describes his research on the 'textual history' of the Qur'an & compares it to the New Testament. http:/…
1804;Wed Nov 12 20:04:39 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1805;Wed Nov 12 20:04:38 CET 2014;6.76;RT RehamKhan1: "It's not the eyes that are blind, but it's the heart " - Quran 22:46
1806;Wed Nov 12 20:04:36 CET 2014;6.9;RT PerfectQuran: "Then verily, we can produce magic the like thereof
1807;Wed Nov 12 20:04:24 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1808;Wed Nov 12 20:04:22 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1809;Wed Nov 12 20:04:11 CET 2014;-1.0;Jews and Christians in the Quran http://t.co/EinrHkPwpc
1810;Wed Nov 12 20:03:45 CET 2014;-1.0;BismillahiRahmaniRaheem
1811;Wed Nov 12 20:03:42 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1812;Wed Nov 12 20:03:42 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1813;Wed Nov 12 20:03:40 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1814;Wed Nov 12 20:03:38 CET 2014;4.33;RT AlakhbarEnglish: Adeis: In October alone Israeli settlers carried out 110 separate attacks on religious sites
1815;Wed Nov 12 20:03:37 CET 2014;-1.0;listening to Quran With Urdu Translation
1816;Wed Nov 12 20:03:32 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1817;Wed Nov 12 20:03:31 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1818;Wed Nov 12 20:03:31 CET 2014;6.38;RT trotromate: I refer most muslim ladies to the Quran about what it says about polygamy and they say "but can u love us equally?"
1819;Wed Nov 12 20:03:26 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1820;Wed Nov 12 20:03:25 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1821;Wed Nov 12 20:03:21 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1822;Wed Nov 12 20:03:07 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1823;Wed Nov 12 20:02:58 CET 2014;5.27;ursousless amuth93 Quran 38:44. Beat her with a stick
1824;Wed Nov 12 20:02:55 CET 2014;4.61;"aushabumhole1: ursousless amuth93 Quran 4:34. "Men are in charge of women""
1825;Wed Nov 12 20:02:47 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1826;Wed Nov 12 20:02:47 CET 2014;-1.0;RT Jabhat_222: Burnt with the Quran. 
1827;Wed Nov 12 20:02:38 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1828;Wed Nov 12 20:02:36 CET 2014;4.8;SuvalagnaC However, Quran doesnt seem to tell Muslims to slay the infidels. This is what moderate Muslims believe. The crazy ones ofc+
1829;Wed Nov 12 20:02:30 CET 2014;5.55;RT Jabhat_222: The reason there's 100's of millions of Radical Muslims is that they follow the Quran
1830;Wed Nov 12 20:02:26 CET 2014;6.5;RT MADANI_SMS: So when the Quran is recited, then listen to it and pay attention that you may receive mercy. (7:204)
1831;Wed Nov 12 20:02:24 CET 2014;5.15;RT Jabhat_222: Muslims originate from a cave in the Arabian peninsula. LOL
1832;Wed Nov 12 20:02:16 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1833;Wed Nov 12 20:02:15 CET 2014;5.74;Watch this and will not regret stunning http://t.co/8LokPZV748 USA NEW Tone love UK Brasil koria Germany Italy Japan Rt Quran
1834;Wed Nov 12 20:02:12 CET 2014;6.0;RT Jabhat_222: The Quran makes all Muslims to be jihadists/terrorists. No matter if they want it or not.
1835;Wed Nov 12 20:02:09 CET 2014;3.74;Oppression leads to nothing but destruction. In Quran, "nor are We going to destroy a population except when its members R oppressors" 28:59
1836;Wed Nov 12 20:02:09 CET 2014;6.9;RT PerfectQuran: "Then verily, we can produce magic the like thereof
1837;Wed Nov 12 20:02:08 CET 2014;-1.0;http://t.co/jMyMPfPVHJ has 4 Users Online! - http://t.co/mnoVBUdY4T
1838;Wed Nov 12 20:02:02 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1839;Wed Nov 12 20:01:51 CET 2014;6.87;You can't guide everyone you love to the truth
1840;Wed Nov 12 20:01:50 CET 2014;6.07;RT hanimfadhil: We recite al-quran everyday, but yet we never try to understand it. And still we are disobeying Him without feeling guilty…
1841;Wed Nov 12 20:01:43 CET 2014;5.43;atheistfront RuthlessAtheist benghaith83 gulf_news no need to study science.Quran covers it.Like that bit about Earth being flat.
1842;Wed Nov 12 20:01:41 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1843;Wed Nov 12 20:01:26 CET 2014;-1.0;RT danialzz__: *Results day*
1844;Wed Nov 12 20:01:10 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1845;Wed Nov 12 20:01:05 CET 2014;5.28;"O you who have believed, fear Allah and believe in His Messenger
1846;Wed Nov 12 20:00:59 CET 2014;4.61;ursousless amuth93 Quran 4:34. "Men are in charge of women"
1847;Wed Nov 12 20:00:54 CET 2014;5.94;I just found this Beautiful Islamic App "Quran Now" on Play store - Download Free Now
1848;Wed Nov 12 20:00:53 CET 2014;6.46;RT rashnt0t: heavens and the earth were one
1849;Wed Nov 12 20:00:47 CET 2014;6.38;I refer most muslim ladies to the Quran about what it says about polygamy and they say "but can u love us equally?"
1850;Wed Nov 12 20:00:24 CET 2014;6.9;RT PerfectQuran: "Then verily, we can produce magic the like thereof
1851;Wed Nov 12 20:00:22 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1852;Wed Nov 12 20:00:11 CET 2014;5.8;Say: "Perhaps that which you wish to hasten on, may be close behind you. http://t.co/6afoRbMJBR Quran 27:72
1853;Wed Nov 12 20:00:11 CET 2014;5.0;And warn mankind of the Day when the torment will come unto them
1854;Wed Nov 12 20:00:11 CET 2014;5.92;Likewise, We awakened them that they might question one another. A speaker from among them ... http://t.co/GP43zumJxt Quran 18:19
1855;Wed Nov 12 20:00:11 CET 2014;5.27;Verily! As for those who believe and do righteous deeds, certainly! We shall not suffer to ... http://t.co/PDrO51xq7t Quran 18:30
1856;Wed Nov 12 20:00:11 CET 2014;6.9;"Then verily, we can produce magic the like thereof
1857;Wed Nov 12 20:00:11 CET 2014;5.95;They would not believe in it, and already the example of the ancients has gone forth. http://t.co/9dHPiY1BIH Quran 15:13
1858;Wed Nov 12 20:00:11 CET 2014;6.14;They (the angels) said: "We give you glad tidings in truth. So be not of the despairing one... http://t.co/vyvg0kttb9 Quran 15:55
1859;Wed Nov 12 20:00:11 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1860;Wed Nov 12 20:00:10 CET 2014;6.68;"But whosoever turns away from My Reminder verily, for him is a life of hardship, and We sh... http://t.co/OgIYzmb22F Quran 20:124
1861;Wed Nov 12 20:00:10 CET 2014;5.39;Except him (devil) that gains hearing by stealing, he is pursued by a clear flaming fire. http://t.co/eqVpm5q2Mu Quran 15:18
1862;Wed Nov 12 20:00:10 CET 2014;5.82;That Allah may requite each person according to what he has earned. Truly, Allah is Swift a... http://t.co/HwqGqy7XMc Quran 14:51
1863;Wed Nov 12 20:00:09 CET 2014;5.28;He said: "Verily! You are people unknown to me." http://t.co/nMQj4UeS5Z Quran 15:62
1864;Wed Nov 12 20:00:09 CET 2014;6.04;(Khidr) said: "Did I not tell you that you can have no patience with me?" http://t.co/Dldw7A50vs Quran 18:75
1865;Wed Nov 12 20:00:09 CET 2014;6.75;And He it is Who has subjected the sea, that you eat thereof fresh tender meat, and that yo... http://t.co/Pp6JVcVksB Quran 16:14
1866;Wed Nov 12 20:00:01 CET 2014;3.06;RT DoaneJohns: StaunchA AtheistOnWheels Atheism_Tweets hategroups Muslim allah is a dick quran http://t.co/Y5s3DaDoz3
1867;Wed Nov 12 19:59:52 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
1868;Wed Nov 12 19:59:34 CET 2014;7.02;SuvalagnaC So my trustworthy friend ZeeMohamed93 tells me that a lot of these misconceptions of 72 hooris etc are not even in the Quran
1869;Wed Nov 12 19:59:32 CET 2014;6.33;QURAN: So what is this all important message that the Prophet of Islam delivered that ripped a nation apart an... http://t.co/t9Q5IGyUEd
1870;Wed Nov 12 19:59:24 CET 2014;5.78;RT Maxplissken71: The Quran says that Muhammed split the moon in two. Luckily muslins have the photographic evidence of that event. 
1871;Wed Nov 12 19:59:22 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1872;Wed Nov 12 19:59:21 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1873;Wed Nov 12 19:59:05 CET 2014;-1.0;RT DaarutTawheed: Quran & Arabic Circles | Quran memorisation & Tajweed/Arabic for beginners/Arabic Grammar | Today at 5pm | More info: ht…
1874;Wed Nov 12 19:59:03 CET 2014;6.32;The Quran & science | Expansion of the universe| http://t.co/dmVxYbpx6F  Islam Europe USA World News Russia Australia Asia
1875;Wed Nov 12 19:59:03 CET 2014;5.0;The Quran-Coaching is the best platform for the quran learning by taking online quran classes.... http://t.co/F74a8ryBmX
1876;Wed Nov 12 19:58:53 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1877;Wed Nov 12 19:58:29 CET 2014;5.39;RT Maxplissken71: Quran 24:6 if a man accuses his wife of cheating he needs 4 witnesses. So presume cheating in Islam must b only when it …
1878;Wed Nov 12 19:58:28 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1879;Wed Nov 12 19:57:46 CET 2014;5.71;RT Jabhat_222: What is the difference between a peaceful Muslim & a Quran fueled martyr in Islam?
1880;Wed Nov 12 19:57:29 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1881;Wed Nov 12 19:57:18 CET 2014;6.5;Dr Keith Small describes his research on the 'textual history' of the Qur'an & compares it to the New Testament. http://t.co/jf9zOPMpmD
1882;Wed Nov 12 19:57:10 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
